,Title,author,rating,num_rating,num_reviews,pages,publish_year,url,series,awards,genre_1,genre_2,genre_3,places
1587,Grave Surprise,Charlaine Harris,3.89,"34,600 ratings","1,370 reviews",,Published October 1st 2006 by Berkley Publishing Group (first published September 1st 2006),,Harper Connelly #2,,,,,Tennessee (United States)
1588,White Night,Jim Butcher,4.37,"106,530 ratings","2,526 reviews",,Published April 3rd 2007 by Roc,,The Dresden Files #9,,,,,"Chicago, Illinois (United States)"
1589,The Amazing Maurice and His Educated Rodents,Terry Pratchett,4.01,"42,590 ratings","1,685 reviews",,Published November 6th 2001 by HarperCollins (first published November 1st 2001),,Discworld #28,All Editions | Add a New Edition | Combine,,,,Other Editions (87)
1590,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,A.J. Jacobs,3.75,"63,370 ratings","5,339 reviews",,Published October 1st 2007 by Simon & Schuster (first published January 1st 2007),,A.J. Jacobs,,Nonfiction,Religion,Humor,"Literary Awards
NAIBA Book of the Year for Nonfiction (2008)"
1591,The Forgotten Man,Robert Crais,4.14,"12,228 ratings",503 reviews,,Published January 31st 2006 by Ballantine Books (first published February 15th 2005),,Elvis Cole and Joe Pike #10,Shamus Award Nominee for Best PI Novel (2006),,,,"Los Angeles, California (United States)"
1592,The People of Sparks,Jeanne DuPrau,3.67,"51,715 ratings","3,525 reviews",,Published 2004 by Yearling,,Book of Ember #2,All Editions | Add a New Edition | Combine,,,,Other Editions (41)
1593,Tales from Earthsea,Ursula K. Le Guin,4.06,"19,641 ratings",844 reviews,,Published October 28th 2003 by Ace (first published May 4th 2001),,Earthsea Cycle #5,,,,,"Literary Awards
Locus Award for Best Collection (2002), British Fantasy Award Nominee for Best Collection (2003), Endeavour Award (2002)"
1594,The Hostile Hospital,Lemony Snicket,3.97,"99,505 ratings","2,625 reviews",,Published May 10th 2003 by Egmont (first published September 4th 2001),,A Series of Unfortunate Events #8,,,,,"Last Chance General Store
Heimlich Hospital"
1595,Thunderstruck,Erik Larson,3.74,"40,723 ratings","4,270 reviews",,Published October 24th 2006 by Crown Publishing Group (NY),,,,,,,
1596,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,Al Franken,3.82,"28,233 ratings",918 reviews,,Published July 27th 2004 by Plume Books (first published January 1st 2003),,,,,,,
1597,The Falls,Joyce Carol Oates,3.59,"9,863 ratings",933 reviews,,Published August 2nd 2005 by Harper Perennial (first published 2004),,Gilbert Erskine,,,,,"Literary Awards
Orange Prize Nominee for Fiction Longlist (2005), Prix Femina for Étranger (2005)"
1598,An Ice Cold Grave,Charlaine Harris,3.95,"33,950 ratings","1,519 reviews",,Published September 25th 2007 by Berkley (first published September 22nd 2007),,Harper Connelly #3,,,,,"Doraville, North Carolina (United States)"
1599,A Tale of Love and Darkness,Amos Oz,4.22,"8,914 ratings",942 reviews,560 pages,Published November 1st 2005 by Harvest / Harcourt (first published 2002),,,,,,,
1600,The Zookeeper's Wife,Diane Ackerman,3.47,"80,416 ratings","9,673 reviews",,Published September 17th 2007 by W. W. Norton Company (first published September 7th 2007),,Jan Zabinski,,Nonfiction,History,War,"Literary Awards
Orion Book Award (2008), One Book One San Diego (2009)"
1601,"""A Problem from Hell"": America and the Age of Genocide",Samantha Power,4.24,"9,181 ratings",551 reviews,,Published May 6th 2003 by Basic Books (first published March 15th 2002),,Raphaël Lemkin,All Editions | Add a New Edition | Combine,,,,Other Editions (29)
1602,Fool's Fate,Robin Hobb,4.42,"64,068 ratings","1,882 reviews",,Published November 23rd 2004 by Spectra (first published October 2003),The Tawny Man #3,The Fool (Elderling Saga),,,,,
1603,The Master,Colm Tóibín,3.84,"8,934 ratings","1,017 reviews",,Published May 3rd 2005 by Scribner (first published May 25th 2004),,Henry James,,,,,"Literary Awards
Booker Prize Nominee (2004), Stonewall Book Award for Literature (2005), Los Angeles Times Book Prize for Fiction (2004), Prix du Meilleur Livre Étranger for Roman (2005), International Dublin Literary Award (2006)"
1604,House of Many Ways,Diana Wynne Jones,4.06,"28,476 ratings","2,209 reviews",,Published June 10th 2008 by Greenwillow Books (first published June 1st 2008),,Howl's Moving Castle #3,Mythopoeic Fantasy Award Nominee for Children's Literature (2009),,,,High Norland
1605,How I Live Now,Meg Rosoff,3.58,"41,104 ratings","4,745 reviews",,Published November 30th 2004 by Wendy Lamb Books (first published August 24th 2004),,Margaret 'Daisy' Dakin,,,,,"Literary Awards
Orange Prize Nominee for New Writers (2005), Guardian Children's Fiction Prize (2004), Michael L. Printz Award (2005), Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2006), Branford Boase Award (2005) ...more"
1606,Magic Strikes,Ilona Andrews,4.43,"73,806 ratings","3,492 reviews",,Published March 31st 2009 by Ace (first published February 20th 2009),,Kate Daniels #3,,,,,"Atlanta, Georgia, 2040 (United States)"
1607,Darkly Dreaming Dexter,Jeff Lindsay,3.89,"194,273 ratings","6,508 reviews",288 pages,Published September 19th 2006 by Vintage Books (first published July 10th 2004),Dexter #1,Harry Morgan,,Fiction,Mystery,Thriller,"Literary Awards
Barry Award Nominee for Best Novel (2005), Macavity Award Nominee for Best Mystery Novel (2005), Dilys Award (2005), Lincoln Award Nominee (2007)"
1608,Across the Nightingale Floor,Lian Hearn,4.06,"36,296 ratings","2,184 reviews",,Published January 1st 2002 by Riverhead Books,,Tales of the Otori #1,,,,,
1609,Shopaholic and Sister,Sophie Kinsella,3.67,"84,809 ratings","2,342 reviews",,Published November 28th 2006 by Dell Publishing Company (first published September 2nd 2004),,Shopaholic #4,,,,,"London, England, 2003"
1610,"Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan",Greg Mortenson,3.86,"16,496 ratings","1,830 reviews",,Published December 1st 2009 by Viking (first published 2009),,Nautilus Book Award for Audio Books & Spoken Word (2010),,,,,All Editions | Add a New Edition | Combine
1611,Netherland,Joseph O'Neill,3.41,"17,349 ratings","2,493 reviews",269 pages,Published May 20th 2008 by Pantheon (first published January 1st 2008),,Hans van den Broek,,,,,"Literary Awards
Booker Prize Nominee for Longlist (2008), Warwick Prize for Writing Nominee for Longlist (2009), PEN/Faulkner Award for Fiction (2009), Kerry Group Irish Fiction Award (2009), International Dublin Literary Award Nominee for Shortlist (2010)"
1612,Shadow Divers,Robert Kurson,4.31,"25,479 ratings","2,263 reviews",,Published 2004 by Random House,,John Chatterton,,,,,"Literary Awards
Book Sense Book of the Year Award for Adult Nonfiction (2005), ALA Alex Award (2005)"
1613,The Life and Times of the Thunderbolt Kid,Bill Bryson,3.92,"59,183 ratings","4,750 reviews",,Published October 17th 2006 by Broadway Books (first published 2006),,,All Editions | Add a New Edition | Combine,Nonfiction,Autobiography,Humor,Other Editions (7)
1614,A Man Without a Country,Kurt Vonnegut Jr.,4.08,"39,294 ratings","2,614 reviews",,Published January 16th 2007 by Random House Trade Paperbacks (first published 2005),,,,,,,
1615,Succubus on Top,Richelle Mead,4.05,"31,066 ratings","1,339 reviews",,Published January 1st 2008 by Kensington Publishing Corporation,,Georgina Kincaid #2,,,,,"Seattle, Washington (United States)"
1616,Nights in Rodanthe,Nicholas Sparks,3.84,"155,057 ratings","4,555 reviews",,Published August 2004 by Warner Books (first published 2002),,Adrienne Willis,,,,,
1617,Chronicles: Volume One,Bob Dylan,3.96,"49,925 ratings","1,806 reviews",,Published September 13th 2005 by Simon Schuster (first published November 12th 2004),,Bob Dylan,,,,,"Literary Awards
Audie Award for Biography/Memoir (2005), Grammy Award Nominee for Best Spoken Word Album (2006), National Book Critics Circle Award Nominee for Biography (2004)"
1618,Found,Margaret Peterson Haddix,3.98,"37,406 ratings","3,862 reviews",,Published April 22nd 2008 by Simon Schuster Books for Young Readers (first published 2008),,The Missing #1,"Nene Award (2010), Massachusetts Children's Book Award (2010), Pennsylvania Young Readers' Choice Award for Grades 6-8 (2010), Dorothy Canfield Fisher Children's Book Award Nominee (2010), Sunshine State Young Readers Award for Grades 3-5 (2009) ...more",Science Fiction,Young Adult,Mystery,"Liston, Ohio (United States)"
1619,The Expected One,Kathleen McGowan,3.91,"7,302 ratings",832 reviews,,Published July 25th 2006 by Touchstone (first published 2004),,Magdalene Line Trilogy #1,,Historical,Fiction,Mystery,"France, 2005
Judea, 26
Rome, 2005 (Italy)"
1620,Winter's Bone,Daniel Woodrell,3.88,"31,295 ratings","3,742 reviews",,"Published July 20th 2010 by Little, Brown and Company (first published 2006)",,Ree Dolly,,,,,"Literary Awards
Audie Award for Fiction (2011), Los Angeles Times Book Prize Nominee for Fiction (2006)"
1621,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,Hampton Sides,4.22,"31,698 ratings","1,491 reviews",,Published May 7th 2002 by Anchor (first published May 15th 2001),,,,,,,
1622,Crossroads of Twilight,Robert Jordan,3.81,"95,586 ratings","2,532 reviews",704 pages,Published January 7th 2003 by Tor Books,,The Wheel of Time #10,All Editions | Add a New Edition | Combine,,,,Other Editions (64)
1623,The Island,Victoria Hislop,4.06,"38,571 ratings","2,720 reviews",,Published April 10th 2006 by Headline (first published 2005),,Alexis Fielding,,,,,"Literary Awards
Galaxy British Book Awards"
1624,The Whole Truth,David Baldacci,4.02,"33,164 ratings","1,598 reviews",,Published April 22nd 2008 by Grand Central Publishing,,A. Shaw #1,,,,,All Editions | Add a New Edition | Combine
1625,The Princes of Ireland,Edward Rutherfurd,3.84,"13,997 ratings","1,100 reviews",,Published March 1st 2005 by Ballantine Books (first published December 16th 2003),,The Dublin Saga #1,,,,,All Editions | Add a New Edition | Combine
1626,The Lexus and the Olive Tree,Thomas L. Friedman,3.59,"7,943 ratings",432 reviews,490 pages,Published 2000 by Anchor (first published 1997),,Cornelius Ryan Award (1999),,,,,All Editions | Add a New Edition | Combine
1627,Europe Central,William T. Vollmann,3.92,"2,449 ratings",314 reviews,811 pages,Published December 1st 2005 by Penguin (first published 2005),,http://www.penguin.com/book/europe-central-by-william-t-vollmann/9780143036593,"National Book Award for Fiction (2005), California Book Award for Fiction (Gold) (2005), National Book Critics Circle Award Nominee for Fiction (2005), Preis der Leipziger Buchmesse for Übersetzung (2014), Βραβείο Λογοτεχνικής Μετάφρασης Αγγλόφωνης Λογοτεχνίας ΕΙΛΜ (2012)",,,,"Berlin (Germany)
Dresden (Germany)
Moscow (Russian Federation)
…more"
1628,The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss,4.12,"35,986 ratings","2,147 reviews",,Published July 9th 2002 by Dey Street Books (first published 2001),,Tommy Lee,,,,,All Editions | Add a New Edition | Combine
1629,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,4.32,"78,415 ratings","6,797 reviews",,"Published June 12th 2007 by Little, Brown and Company (first published June 12th 2006)",,Colby Award (2009),,,,,All Editions | Add a New Edition | Combine
1630,Matter,Iain M. Banks,4.08,"23,857 ratings",948 reviews,,Published January 31st 2008 by Orbit,,http://www.iain-banks.net/uk/matter/,,,,,"Literary Awards
Locus Award Nominee for Best SF Novel (2009), Prometheus Award Nominee for Best Novel (2009)"
1631,Revelation Space,Alastair Reynolds,3.98,"45,478 ratings","2,186 reviews",,Published May 28th 2002 by Ace Books (first published March 2000),,Revelation Space #1,,,,,
1632,Tell No One / Gone For Good,Harlan Coben,4.26,"2,851 ratings",88 reviews,816 pages,Published June 24th 2009 by Delta (first published 2002),,,,,,,
1633,Feast of Fools,Rachel Caine,4.15,"51,492 ratings","1,321 reviews",,Published June 3rd 2008 by Signet,,The Morganville Vampires #4,,,,,"Morganville, Texas (United States)"
1634,Against the Day,Thomas Pynchon,3.97,"8,151 ratings",817 reviews,,Published November 21st 2006 by Penguin Press,,Locus Award Nominee for Best SF Novel (2007),,,,,All Editions | Add a New Edition | Combine
1635,Blue Shoes and Happiness,Alexander McCall Smith,4.06,"25,491 ratings","1,157 reviews",,Published March 13th 2007 by Anchor (first published January 1st 2006),,No. 1 Ladies' Detective Agency #7,Theakston Old Peculier Crime Novel of the Year Nominee (2008),,,,Gaborone (Botswana)
1636,Witch Child,Celia Rees,3.80,"16,642 ratings","1,277 reviews",,Published April 1st 2002 by Candlewick Press (MA) (first published June 4th 2000),,Witch Child #1,All Editions | Add a New Edition | Combine,,,,Other Editions (65)
1637,The Bronze Horseman,Paullina Simons,4.30,"67,814 ratings","7,705 reviews",,Published April 2001 by HarperCollins (first published July 17th 2000),,The Bronze Horseman #1,,,,,"Leningrad, USSR, 1941
Russia"
1638,Elegy for Iris,John Bayley,3.73,"1,188 ratings",123 reviews,,Published December 14th 2001 by Picador (first published January 1st 1999),,The Iris Trilogy #2,,,,,
1639,Double Whammy,Carl Hiaasen,3.91,"14,791 ratings",846 reviews,,Published March 1st 2005 by Grand Central Publishing (first published 1987),,Skink #1,,,,,"Florida (United States)
Coon Bog, Florida (United States)
New Orleans, Louisiana (United States)"
1640,The Weight of Silence,Heather Gudenkauf,3.93,"40,565 ratings","4,020 reviews",,Published July 28th 2009 by Mira (first published August 1st 2008),,,,,,,
1641,The Lost City of Faar,D.J. MacHale,4.17,"29,298 ratings",727 reviews,,Published January 1st 2003 by Aladdin Paperbacks,,Pendragon #2,All Editions | Add a New Edition | Combine,,,,Other Editions (45)
1642,You Suck,Christopher Moore,3.83,"46,472 ratings","2,813 reviews",,Published January 16th 2007 by William Morrow (first published 2007),,http://www.chrismoore.com/you_suck.html,,,,,
1643,Brimstone,Douglas Preston,4.12,"36,857 ratings","1,280 reviews",,Published May 2005 by Grand Central Publishing (first published August 3rd 2004),,Pendergast #5,"Audie Award for Fiction, Abridged (2005)",,,,"Long Island, New York (United States)
New York City, New York (United States)
New York State (United States)
…more"
1644,The Keeper of Lost Causes,Jussi Adler-Olsen,3.99,"67,384 ratings","5,192 reviews",,Published August 23rd 2011 by Dutton Adult (first published September 12th 2007),,Afdeling Q #1,,,,,
1645,Firefly Lane,Kristin Hannah,4.08,"207,708 ratings","16,270 reviews",,Published February 5th 2008 by St. Martin's Press,,Firefly Lane #1,Romantic Times Reviewers' Choice Award (RT Award) Nominee for Women's Fiction (2008),,,,"Seattle, Washington (United States)"
1646,The Rotters' Club,Jonathan Coe,3.96,"11,345 ratings",668 reviews,,Published February 4th 2003 by Vintage (first published February 22nd 2001),,Rotters' Club #1,,,,,"Literary Awards
Bollinger Everyman Wodehouse Prize for Comic Fiction (2001)"
1647,Island Beneath the Sea,Isabel Allende,4.06,"33,799 ratings","3,331 reviews",,Published April 27th 2010 by Harper (first published August 25th 2009),,Jean Lafitte,,,,,
1648,The Demigod Files,Rick Riordan,4.05,"80,681 ratings","2,863 reviews",,Published February 10th 2009 by Disney-Hyperion Books,,http://rickriordan.com/book/the-demigod-files/,,,,,Setting
1649,The Dragon Keeper,Robin Hobb,3.92,"38,409 ratings","1,878 reviews",,Published June 1st 2009 by Voyager,,The Rain Wild Chronicles #1,,,,,
1650,The Echo Maker,Richard Powers,3.40,"8,993 ratings","1,413 reviews",,Published October 17th 2006 by Farrar Straus Giroux (first published January 1st 2006),,http://www.richardpowers.net/the-echo-maker/,"Pulitzer Prize Nominee for Fiction (2007), National Book Award for Fiction (2006)",,,,Nebraska (United States)
1651,"Hateship, Friendship, Courtship, Loveship, Marriage: Stories",Alice Munro,4.05,"16,774 ratings","1,617 reviews",,Published October 8th 2002 by Vintage (first published September 25th 2001),,Los Angeles Times Book Prize Nominee for Fiction (2001),,,,,All Editions | Add a New Edition | Combine
